u0,u1,u2,u3
0.0000061491,0.0000058280,0.0000023027,0.0000026312
0.0000061448,0.0000058232,0.0000022934,0.0000026239
0.0000061422,0.0000058178,0.0000022848,0.0000026162
0.0000061385,0.0000058134,0.0000022763,0.0000026098
0.0000061369,0.0000058071,0.0000022693,0.0000026029
0.0000061335,0.0000058036,0.0000022613,0.0000025976
0.0000061318,0.0000057985,0.0000022547,0.0000025918
0.0000061287,0.0000057954,0.0000022476,0.0000025873
0.0000061273,0.0000057907,0.0000022418,0.0000025824
0.0000061246,0.0000057879,0.0000022356,0.0000025785
0.0000061228,0.0000057843,0.0000022311,0.0000025738
0.0000061210,0.0000057813,0.0000022256,0.0000025706
0.0000061200,0.0000057776,0.0000022218,0.0000025667
0.0000061172,0.0000057762,0.0000022155,0.0000025657
0.0000061169,0.0000057722,0.0000022126,0.0000025623
0.0000061162,0.0000057699,0.0000022087,0.0000025596
0.0000061150,0.0000057666,0.0000022058,0.0000025583
0.0000061130,0.0000057650,0.0000022019,0.0000025577
0.0000061117,0.0000057621,0.0000022003,0.0000025564
0.0000061115,0.0000057594,0.0000021982,0.0000025548
0.0000061108,0.0000057568,0.0000021954,0.0000025553
0.0000061095,0.0000057544,0.0000021940,0.0000025554
0.0000061084,0.0000057516,0.0000021927,0.0000025561
0.0000061065,0.0000057502,0.0000021908,0.0000025576
0.0000061064,0.0000057466,0.0000021907,0.0000025581
0.0000061055,0.0000057442,0.0000021901,0.0000025594
0.0000061052,0.0000057411,0.0000021906,0.0000025600
0.0000061040,0.0000057393,0.0000021905,0.0000025615
0.0000061026,0.0000057368,0.0000021907,0.0000025637
0.0000061010,0.0000057338,0.0000021914,0.0000025667
0.0000061009,0.0000057312,0.0000021926,0.0000025676
0.0000061006,0.0000057280,0.0000021943,0.0000025692
0.0000060989,0.0000057258,0.0000021955,0.0000025719
0.0000060976,0.0000057235,0.0000021966,0.0000025746
0.0000060951,0.0000057218,0.0000021975,0.0000025784
0.0000060952,0.0000057181,0.0000022002,0.0000025801
0.0000060937,0.0000057159,0.0000022011,0.0000025836
0.0000060925,0.0000057126,0.0000022035,0.0000025865
0.0000060899,0.0000057101,0.0000022056,0.0000025906
0.0000060893,0.0000057063,0.0000022080,0.0000025935
0.0000060869,0.0000057035,0.0000022101,0.0000025977
0.0000060850,0.0000057000,0.0000022127,0.0000026015
0.0000060827,0.0000056966,0.0000022151,0.0000026058
0.0000061297,0.0000056969,0.0000021694,0.0000026053
0.0000060669,0.0000056872,0.0000022335,0.0000026141
0.0000061158,0.0000056884,0.0000021842,0.0000026143
0.0000060527,0.0000056803,0.0000022467,0.0000026232
0.0000061036,0.0000056800,0.0000021963,0.0000026235
0.0000060423,0.0000056715,0.0000022576,0.0000026318
0.0000060937,0.0000056705,0.0000022063,0.0000026327
0.0000060331,0.0000056621,0.0000022665,0.0000026407
0.0000060844,0.0000056602,0.0000022149,0.0000026423
0.0000060244,0.0000056518,0.0000022744,0.0000026498
0.0000060753,0.0000056490,0.0000022228,0.0000026520
0.0000060155,0.0000056406,0.0000022817,0.0000026591
0.0000060659,0.0000056370,0.0000022302,0.0000026617
0.0000060062,0.0000056285,0.0000022887,0.0000026684
0.0000060558,0.0000056241,0.0000022374,0.0000026715
0.0000059954,0.0000056170,0.0000022947,0.0000026778
0.0000060446,0.0000056109,0.0000022442,0.0000026811
0.0000059843,0.0000056037,0.0000023011,0.0000026866
0.0000060328,0.0000055964,0.0000022510,0.0000026904
0.0000059723,0.0000055894,0.0000023074,0.0000026955
0.0000060199,0.0000055809,0.0000022576,0.0000026997
0.0000059592,0.0000055739,0.0000023135,0.0000027042
0.0000060059,0.0000055642,0.0000022641,0.0000027089
0.0000059458,0.0000055571,0.0000023202,0.0000027112
0.0000059906,0.0000055466,0.0000022702,0.0000027178
0.0000059305,0.0000055395,0.0000023259,0.0000027193
0.0000059745,0.0000055277,0.0000022764,0.0000027261
0.0000059141,0.0000055207,0.0000023314,0.0000027269
0.0000059571,0.0000055077,0.0000022823,0.0000027340
0.0000058964,0.0000055007,0.0000023366,0.0000027342
0.0000059384,0.0000054864,0.0000022879,0.0000027416
0.0000058775,0.0000054794,0.0000023415,0.0000027411
0.0000059185,0.0000054638,0.0000022931,0.0000027488
0.0000058573,0.0000054569,0.0000023460,0.0000027476
0.0000058972,0.0000054400,0.0000022979,0.0000027556
0.0000058357,0.0000054331,0.0000023501,0.0000027536
0.0000058747,0.0000054149,0.0000023024,0.0000027618
0.0000058128,0.0000054080,0.0000023537,0.0000027592
0.0000058507,0.0000053884,0.0000023064,0.0000027676
0.0000057886,0.0000053816,0.0000023569,0.0000027642
0.0000058253,0.0000053606,0.0000023099,0.0000027729
0.0000057629,0.0000053538,0.0000023596,0.0000027687
0.0000057986,0.0000053314,0.0000023129,0.0000027776
0.0000057358,0.0000053246,0.0000023618,0.0000027726
0.0000057695,0.0000053010,0.0000023145,0.0000027834
0.0000057071,0.0000052938,0.0000023631,0.0000027768
0.0000057397,0.0000052687,0.0000023163,0.0000027877
0.0000056771,0.0000052615,0.0000023641,0.0000027801
0.0000057085,0.0000052351,0.0000023175,0.0000027912
0.0000056457,0.0000052279,0.0000023645,0.0000027825
0.0000056758,0.0000052001,0.0000023181,0.0000027940
0.0000056128,0.0000051929,0.0000023643,0.0000027843
0.0000056417,0.0000051637,0.0000023181,0.0000027962
0.0000055785,0.0000051565,0.0000023635,0.0000027855
0.0000056061,0.0000051260,0.0000023175,0.0000027976
0.0000055427,0.0000051187,0.0000023620,0.0000027859
0.0000055690,0.0000050867,0.0000023163,0.0000027984
0.0000055054,0.0000050795,0.0000023599,0.0000027856
0.0000055304,0.0000050461,0.0000023144,0.0000027984
0.0000054667,0.0000050388,0.0000023571,0.0000027846
0.0000054904,0.0000050041,0.0000023118,0.0000027978
0.0000054265,0.0000049968,0.0000023537,0.0000027829
0.0000054489,0.0000049606,0.0000023086,0.0000027965
0.0000053848,0.0000049533,0.0000023496,0.0000027806
0.0000054060,0.0000049157,0.0000023047,0.0000027944
0.0000053417,0.0000049084,0.0000023448,0.0000027775
0.0000053616,0.0000048694,0.0000023002,0.0000027916
0.0000052972,0.0000048620,0.0000023393,0.0000027736
0.0000053157,0.0000048217,0.0000022949,0.0000027882
0.0000052512,0.0000048143,0.0000023331,0.0000027691
0.0000052685,0.0000047726,0.0000022890,0.0000027840
0.0000052038,0.0000047653,0.0000023263,0.0000027639
0.0000052198,0.0000047221,0.0000022824,0.0000027791
0.0000051550,0.0000047148,0.0000023188,0.0000027579
0.0000051697,0.0000046703,0.0000022752,0.0000027735
0.0000051049,0.0000046630,0.0000023106,0.0000027513
0.0000051183,0.0000046171,0.0000022673,0.0000027672
0.0000050534,0.0000046099,0.0000023018,0.0000027439
0.0000050655,0.0000045626,0.0000022587,0.0000027602
0.0000050005,0.0000045555,0.0000022923,0.0000027359
0.0000050113,0.0000045069,0.0000022495,0.0000027526
0.0000049464,0.0000044998,0.0000022822,0.0000027272
0.0000049559,0.0000044499,0.0000022397,0.0000027442
0.0000048909,0.0000044429,0.0000022714,0.0000027179
0.0000048992,0.0000043916,0.0000022293,0.0000027353
0.0000048342,0.0000043847,0.0000022601,0.0000027079
0.0000048413,0.0000043321,0.0000022183,0.0000027257
0.0000047763,0.0000043254,0.0000022481,0.0000026973
0.0000047821,0.0000042715,0.0000022066,0.0000027155
0.0000047171,0.0000042649,0.0000022356,0.0000026861
0.0000047218,0.0000042097,0.0000021945,0.0000027046
0.0000046569,0.0000042032,0.0000022226,0.0000026743
0.0000046603,0.0000041469,0.0000021818,0.0000026933
0.0000045965,0.0000041400,0.0000022091,0.0000026613
0.0000045983,0.0000040827,0.0000021684,0.0000026811
0.0000045339,0.0000040764,0.0000021947,0.0000026486
0.0000045345,0.0000040178,0.0000021546,0.0000026687
0.0000044700,0.0000040119,0.0000021800,0.0000026354
0.0000044697,0.0000039519,0.0000021404,0.0000026558
0.0000044050,0.0000039463,0.0000021650,0.0000026217
0.0000044038,0.0000038851,0.0000021259,0.0000026425
0.0000043391,0.0000038798,0.0000021496,0.0000026075
0.0000043369,0.0000038173,0.0000021110,0.0000026286
0.0000042722,0.0000038124,0.0000021339,0.0000025929
0.0000042691,0.0000037487,0.0000020958,0.0000026144
0.0000042044,0.0000037442,0.0000021177,0.0000025779
0.0000042005,0.0000036792,0.0000020802,0.0000025997
0.0000041358,0.0000036751,0.0000021013,0.0000025624
0.0000041317,0.0000036077,0.0000020650,0.0000025846
0.0000040669,0.0000036046,0.0000020848,0.0000025468
0.0000040615,0.0000035366,0.0000020486,0.0000025695
0.0000039984,0.0000035331,0.0000020678,0.0000025301
0.0000039915,0.0000034645,0.0000020319,0.0000025537
0.0000039284,0.0000034616,0.0000020502,0.0000025136
0.0000039203,0.0000033923,0.0000020148,0.0000025379
0.0000038576,0.0000033898,0.0000020325,0.0000024969
0.0000038484,0.0000033196,0.0000019976,0.0000025218
0.0000037862,0.0000033174,0.0000020146,0.0000024800
0.0000037760,0.0000032464,0.0000019804,0.0000025055
0.0000037141,0.0000032446,0.0000019967,0.0000024629
0.0000037030,0.0000031728,0.0000019630,0.0000024890
0.0000036416,0.0000031714,0.0000019787,0.0000024457
0.0000036296,0.0000030988,0.0000019456,0.0000024725
0.0000035687,0.0000030978,0.0000019607,0.0000024284
0.0000035557,0.0000030245,0.0000019282,0.0000024558
0.0000034954,0.0000030239,0.0000019427,0.0000024111
0.0000034815,0.0000029498,0.0000019108,0.0000024392
0.0000034218,0.0000029497,0.0000019247,0.0000023938
0.0000034071,0.0000028750,0.0000018935,0.0000024225
0.0000033480,0.0000028753,0.0000019068,0.0000023765
0.0000033324,0.0000028000,0.0000018763,0.0000024060
0.0000032739,0.0000028008,0.0000018890,0.0000023593
0.0000032576,0.0000027249,0.0000018592,0.0000023895
0.0000031998,0.0000027263,0.0000018714,0.0000023422
0.0000031827,0.0000026498,0.0000018423,0.0000023732
0.0000031256,0.0000026516,0.0000018540,0.0000023253
0.0000031077,0.0000025747,0.0000018256,0.0000023571
0.0000030513,0.0000025771,0.0000018369,0.0000023086
0.0000030328,0.0000024996,0.0000018092,0.0000023412
0.0000029772,0.0000025026,0.0000018201,0.0000022922
0.0000029579,0.0000024247,0.0000017931,0.0000023256
0.0000029031,0.0000024283,0.0000018036,0.0000022761
0.0000028832,0.0000023500,0.0000017774,0.0000023103
0.0000028292,0.0000023542,0.0000017875,0.0000022604
0.0000028087,0.0000022755,0.0000017621,0.0000022954
0.0000027556,0.0000022804,0.0000017718,0.0000022450
0.0000027352,0.0000021999,0.0000017480,0.0000022807
0.0000026825,0.0000022061,0.0000017568,0.0000022303
0.0000026615,0.0000021254,0.0000017338,0.0000022670
0.0000026095,0.0000021325,0.0000017421,0.0000022162
0.0000025881,0.0000020515,0.0000017201,0.0000022536
0.0000025370,0.0000020596,0.0000017280,0.0000022025
0.0000025151,0.0000019783,0.0000017069,0.0000022408
0.0000024649,0.0000019871,0.0000017145,0.0000021893
0.0000024426,0.0000019055,0.0000016943,0.0000022285
0.0000023933,0.0000019153,0.0000017016,0.0000021767
0.0000023707,0.0000018335,0.0000016824,0.0000022168
0.0000023224,0.0000018442,0.0000016894,0.0000021647
0.0000022994,0.0000017621,0.0000016713,0.0000022057
0.0000022521,0.0000017737,0.0000016780,0.0000021535
0.0000022288,0.0000016914,0.0000016608,0.0000021954
0.0000021825,0.0000017040,0.0000016673,0.0000021429
0.0000021590,0.0000016215,0.0000016512,0.0000021858
0.0000021136,0.0000016351,0.0000016574,0.0000021332
0.0000020899,0.0000015525,0.0000016424,0.0000021770
0.0000020456,0.0000015670,0.0000016484,0.0000021242
0.0000020217,0.0000014843,0.0000016344,0.0000021690
0.0000019785,0.0000014999,0.0000016402,0.0000021161
0.0000019544,0.0000014171,0.0000016274,0.0000021619
0.0000019123,0.0000014337,0.0000016330,0.0000021089
0.0000018881,0.0000013509,0.0000016213,0.0000021557
0.0000018471,0.0000013686,0.0000016268,0.0000021027
0.0000018228,0.0000012858,0.0000016162,0.0000021505
0.0000017830,0.0000013045,0.0000016216,0.0000020974
0.0000017586,0.0000012218,0.0000016121,0.0000021462
0.0000017199,0.0000012416,0.0000016174,0.0000020931
0.0000016955,0.0000011590,0.0000016090,0.0000021430
0.0000016580,0.0000011799,0.0000016143,0.0000020899
0.0000016336,0.0000010973,0.0000016071,0.0000021408
0.0000015973,0.0000011193,0.0000016123,0.0000020877
0.0000015729,0.0000010370,0.0000016063,0.0000021397
0.0000015379,0.0000010601,0.0000016114,0.0000020867
0.0000015135,0.0000009779,0.0000016066,0.0000021397
0.0000014797,0.0000010022,0.0000016117,0.0000020868
0.0000014554,0.0000009203,0.0000016081,0.0000021409
0.0000014228,0.0000009464,0.0000016121,0.0000020887
0.0000013989,0.0000008641,0.0000016104,0.0000021434
0.0000013677,0.0000008909,0.0000016153,0.0000020909
0.0000013437,0.0000008087,0.0000016156,0.0000021463
0.0000013137,0.0000008362,0.0000016216,0.0000020935
0.0000012893,0.0000007557,0.0000016209,0.0000021514
0.0000012607,0.0000007850,0.0000016257,0.0000020994
0.0000012372,0.0000007035,0.0000016282,0.0000021570
0.0000012097,0.0000007342,0.0000016329,0.0000021054
0.0000011861,0.0000006539,0.0000016351,0.0000021650
0.0000011604,0.0000006851,0.0000016411,0.0000021128
0.0000011370,0.0000006053,0.0000016444,0.0000021736
0.0000011126,0.0000006376,0.0000016509,0.0000021215
0.0000010893,0.0000005584,0.0000016553,0.0000021836
0.0000010664,0.0000005917,0.0000016621,0.0000021316
0.0000010433,0.0000005131,0.0000016675,0.0000021949
0.0000010216,0.0000005485,0.0000016730,0.0000021440
0.0000009993,0.0000004699,0.0000016803,0.0000022078
0.0000009790,0.0000005064,0.0000016862,0.0000021571
0.0000009570,0.0000004282,0.0000016949,0.0000022220
0.0000009381,0.0000004660,0.0000017011,0.0000021716
0.0000009164,0.0000003884,0.0000017111,0.0000022375
0.0000008989,0.0000004274,0.0000017174,0.0000021874
0.0000008775,0.0000003503,0.0000017287,0.0000022544
0.0000008615,0.0000003906,0.0000017353,0.0000022047
0.0000008404,0.0000003141,0.0000017478,0.0000022728
0.0000008258,0.0000003556,0.0000017547,0.0000022235
0.0000008052,0.0000002797,0.0000017685,0.0000022926
0.0000007920,0.0000003226,0.0000017755,0.0000022437
0.0000007718,0.0000002473,0.0000017906,0.0000023139
0.0000007600,0.0000002914,0.0000017979,0.0000022653
0.0000007403,0.0000002168,0.0000018142,0.0000023366
0.0000007300,0.0000002622,0.0000018217,0.0000022884
0.0000007106,0.0000001882,0.0000018393,0.0000023607
0.0000007018,0.0000002349,0.0000018471,0.0000023130
0.0000006829,0.0000001616,0.0000018660,0.0000023864
0.0000006755,0.0000002095,0.0000018740,0.0000023391
0.0000006572,0.0000001369,0.0000018941,0.0000024135
0.0000006512,0.0000001861,0.0000019024,0.0000023666
0.0000006334,0.0000001143,0.0000019237,0.0000024420
0.0000006289,0.0000001647,0.0000019323,0.0000023957
0.0000006178,0.0000001479,0.0000019483,0.0000024176
0.0000006070,0.0000001315,0.0000019651,0.0000024400
0.0000005969,0.0000001173,0.0000019820,0.0000024611
0.0000005874,0.0000001048,0.0000019992,0.0000024812
0.0000005785,0.0000000938,0.0000020166,0.0000025008
0.0000005701,0.0000000840,0.0000020344,0.0000025200
0.0000005623,0.0000000754,0.0000020524,0.0000025390
0.0000005551,0.0000000676,0.0000020708,0.0000025579
0.0000005484,0.0000000607,0.0000020895,0.0000025768
0.0000005422,0.0000000546,0.0000021085,0.0000025959
0.0000005365,0.0000000491,0.0000021279,0.0000026151
0.0000005313,0.0000000443,0.0000021476,0.0000026345
0.0000005267,0.0000000401,0.0000021677,0.0000026541
0.0000005232,0.0000000352,0.0000021888,0.0000026739
0.0000005180,0.0000000334,0.0000022090,0.0000026951
0.0000005156,0.0000000302,0.0000022305,0.0000027151
0.0000005121,0.0000000290,0.0000022516,0.0000027364
0.0000005106,0.0000000270,0.0000022737,0.0000027571
0.0000005090,0.0000000256,0.0000022962,0.0000027786
0.0000005068,0.0000000261,0.0000023182,0.0000028009
0.0000005066,0.0000000263,0.0000023410,0.0000028225
0.0000005065,0.0000000272,0.0000023640,0.0000028447
0.0000005068,0.0000000288,0.0000023872,0.0000028673
0.0000005074,0.0000000311,0.0000024106,0.0000028902
0.0000005094,0.0000000326,0.0000024352,0.0000029130
0.0000005119,0.0000000350,0.0000024595,0.0000029363
0.0000005133,0.0000000394,0.0000024835,0.0000029606
0.0000005169,0.0000000421,0.0000025091,0.0000029845
0.0000005195,0.0000000469,0.0000025341,0.0000030093
0.0000005243,0.0000000505,0.0000025603,0.0000030337
0.0000005275,0.0000000567,0.0000025856,0.0000030593
0.0000005334,0.0000000610,0.0000026124,0.0000030841
0.0000005373,0.0000000685,0.0000026382,0.0000031105
0.0000005443,0.0000000736,0.0000026658,0.0000031357
0.0000005498,0.0000000806,0.0000026929,0.0000031625
0.0000005559,0.0000000879,0.0000027204,0.0000031894
0.0000005627,0.0000000956,0.0000027483,0.0000032164
0.0000005699,0.0000001038,0.0000027763,0.0000032436
0.0000005776,0.0000001125,0.0000028047,0.0000032711
0.0000005858,0.0000001216,0.0000028333,0.0000032988
0.0000005945,0.0000001312,0.0000028621,0.0000033267
0.0000006035,0.0000001413,0.0000028912,0.0000033548
0.0000006131,0.0000001518,0.0000029205,0.0000033832
0.0000006230,0.0000001627,0.0000029500,0.0000034118
0.0000006334,0.0000001741,0.0000029798,0.0000034407
0.0000006442,0.0000001859,0.0000030097,0.0000034697
0.0000006555,0.0000001981,0.0000030400,0.0000034990
0.0000006671,0.0000002108,0.0000030704,0.0000035285
0.0000006791,0.0000002238,0.0000031010,0.0000035581
0.0000006916,0.0000002373,0.0000031319,0.0000035880
0.0000007044,0.0000002511,0.0000031629,0.0000036181
0.0000007177,0.0000002654,0.0000031941,0.0000036483
0.0000007313,0.0000002800,0.0000032256,0.0000036788
0.0000007453,0.0000002951,0.0000032572,0.0000037094
0.0000007597,0.0000003105,0.0000032890,0.0000037402
0.0000007744,0.0000003263,0.0000033209,0.0000037711
0.0000007895,0.0000003425,0.0000033530,0.0000038022
0.0000008050,0.0000003590,0.0000033853,0.0000038335
0.0000008208,0.0000003759,0.0000034177,0.0000038649
0.0000008370,0.0000003932,0.0000034503,0.0000038964
0.0000008535,0.0000004108,0.0000034829,0.0000039281
0.0000008704,0.0000004287,0.0000035158,0.0000039598
0.0000008876,0.0000004470,0.0000035487,0.0000039917
0.0000009051,0.0000004656,0.0000035818,0.0000040237
0.0000009229,0.0000004845,0.0000036149,0.0000040558
0.0000009411,0.0000005038,0.0000036482,0.0000040880
0.0000009595,0.0000005234,0.0000036816,0.0000041203
0.0000009783,0.0000005432,0.0000037150,0.0000041527
0.0000009973,0.0000005634,0.0000037485,0.0000041851
0.0000010166,0.0000005839,0.0000037821,0.0000042176
0.0000010362,0.0000006046,0.0000038158,0.0000042502
0.0000010561,0.0000006257,0.0000038495,0.0000042828
0.0000010763,0.0000006470,0.0000038833,0.0000043154
0.0000010967,0.0000006686,0.0000039171,0.0000043481
0.0000011174,0.0000006904,0.0000039509,0.0000043808
0.0000011383,0.0000007125,0.0000039848,0.0000044136
0.0000011594,0.0000007349,0.0000040187,0.0000044463
0.0000011808,0.0000007574,0.0000040526,0.0000044791
0.0000012025,0.0000007803,0.0000040865,0.0000045118
0.0000012243,0.0000008033,0.0000041204,0.0000045445
0.0000012464,0.0000008266,0.0000041543,0.0000045773
0.0000012686,0.0000008501,0.0000041881,0.0000046099
0.0000012911,0.0000008737,0.0000042220,0.0000046426
0.0000013137,0.0000008976,0.0000042558,0.0000046752
0.0000013366,0.0000009217,0.0000042895,0.0000047078
0.0000013596,0.0000009459,0.0000043232,0.0000047403
0.0000013828,0.0000009704,0.0000043569,0.0000047727
0.0000014061,0.0000009950,0.0000043905,0.0000048051
0.0000014296,0.0000010197,0.0000044240,0.0000048373
0.0000014532,0.0000010446,0.0000044574,0.0000048695
0.0000014770,0.0000010697,0.0000044907,0.0000049016
0.0000015010,0.0000010949,0.0000045239,0.0000049336
0.0000015250,0.0000011202,0.0000045570,0.0000049654
0.0000015492,0.0000011457,0.0000045900,0.0000049972
0.0000015734,0.0000011713,0.0000046229,0.0000050288
0.0000015978,0.0000011969,0.0000046557,0.0000050603
0.0000016223,0.0000012227,0.0000046883,0.0000050916
0.0000016469,0.0000012486,0.0000047207,0.0000051228
